c4789,"vVLDBJ.",Conference
c3258,"vISWCWorkshoponTrust,Security,andReputationontheSemanticWeb",Conference
c4149,"vIWRIDL",Conference
c3252,"vSWDB",Conference
c3257,"vSWSWPC",Conference
c3850,"vHIKM",Conference
c3996,"vWebMine",Conference
c1799,"vICDEWorkshops",Conference
c1798,"vICDE",Conference
c2914,"vORM",Conference
c4838,"vFoundationsandTrendsinDatabases",Conference
c1792,"vICDCSWorkshopofKnowledgeDiscoveryandDataMiningintheWorld-WideWeb",Conference
c2852,"vNetworkedInformationRetrieval",Conference
c713,"vInformationSystemsDesignMethodologies:ImprovingthePractice",Conference
c712,"vASISSIG/CRClassificationResearchWorkshop",Conference
c3333,"vDatabasesforBusinessandOfficeApplications",Conference
c3332,"vSIGMODWorkshop,Vol.1",Conference
c3331,"vSIGFIDETWorkshop",Conference
c3330,"vWorkshoponDataAbstraction,DatabasesandConceptualModelling",Conference
c3336,"vSIGMODWorkshop,Vol.2",Conference
c3334,"vDataBasesforInteractiveDesign",Conference
c1702,"vIBMSymposium:DataBaseSystems",Conference
c2316,"vIntegratedSpatialDatabases",Conference
c1709,"vIBMSymposium:DatabaseSystemsofthe90s",Conference
c1063,"vDG.O",Conference
c1666,"vHypertext",Conference
c294,"vAPWeb",Conference
c1662,"vHPTS",Conference
c1087,"vDIWeb",Conference
c1129,"vDS-4",Conference
c3771,"vWWW",Conference
c4524,"vJASIST",Conference
c3777,"vWWW",Conference
c594,"vCIDR",Conference
c597,"vCIKM",Conference
c3774,"vWWW",Conference
c1120,"vDS-5",Conference
c1121,"vDS-6",Conference
c1122,"vDS-3",Conference
c1123,"vIFIPTC-2WorkingConferenceonDataBaseArchitecture",Conference
c1124,"vDS-7",Conference
c1125,"vIFIPWorkingConferenceDataBaseManagement",Conference
c1089,"vDigitalLibraries",Conference
c1088,"vWOWS",Conference
c3140,"vRSKD",Conference
c4579,"vJ.DataSemanticsIII",Conference
c2825,"vNATOASIOODBS",Conference
c3670,"vWECWIS",Conference
c3676,"vWES",Conference
c3027,"vPODS",Conference
c1406,"vExpDB",Conference
c1234,"vEDBT",Conference
c1235,"vEDBTPhDWorkshop",Conference
c1236,"vSoftwareEngineeringforTailor-madeDataManagement",Conference
c1237,"vDaMaP",Conference
c1231,"vCOOPER",Conference
c2444,"vIW-MMDBMS",Conference
c1238,"vPAIS",Conference
c1239,"vSSPS",Conference
c2765,"vMobiDE",Conference
c4358,"vDataKnowl.Eng.",Conference
c4354,"vIEEEDataEng.Bull.",Conference
c4357,"vACMSIGMODDigitalSymposiumCollection",Conference
c4353,"vIEEEDatabaseEng.Bull.",Conference
c4549,"vJ.DatabaseManag.",Conference
c900,"vDigitalHistoricalCorpora",Conference
c907,"vScalableDataManagementinEvolvingNetworks",Conference
c4426,"vIEEEConcurrency",Conference
c1240,"vEDBTWorkshops",Conference
c1535,"vGeoInfo",Conference
c647,"vCODAS",Conference
c1249,"vExpertDatabaseConf.",Conference
c1248,"vExpertDatabaseWorkshop",Conference
c1109,"vDOLAP",Conference
c4903,"vFoundationsandTrendsinInformationRetrieval",Conference
c2485,"vWeb,Web-Services,andDatabaseSystems",Conference
c1026,"vWorkshoponDeductiveDatabases,JICSLP",Conference
c3510,"vTREC",Conference
c3515,"vTSDM",Conference
c1991,"vAEWSE",Conference
c1990,"vMDWE",Conference
c4078,"vInfoscale",Conference
c1997,"vICWS-Europe",Conference
c4070,"vWImBI",Conference
c2243,"vINEX",Conference
c559,"vCDB",Conference
c3638,"vWAIM",Conference
c3639,"vWeb-AgeInformationManagement",Conference
c2466,"vJBIDI",Conference
c2947,"vPARBASE",Conference
c2945,"vPARBASE/Databases",Conference
c4612,"vAdvancedDatabaseSystems",Conference
c3341,"vDBTest",Conference
c3346,"vSIGSMALL/SIGMODSymposium",Conference
c1194,"vECIR",Conference
c3344,"vConferenceonData:Abstraction,DefinitionandStructure",Conference
c2919,"vOTMConferences(1)",Conference
